iso_code,Continent,population,date,total_cases,new_cases,total_deaths
OWID_HIC,"High income",1250514600,2020-01-05,1,1,3
OWID_HIC,"High income",1250514600,2020-01-06,1,0,3
OWID_HIC,"High income",1250514600,2020-01-07,1,0,3
OWID_HIC,"High income",1250514600,2020-01-08,1,0,3
OWID_HIC,"High income",1250514600,2020-01-09,1,0,3
OWID_HIC,"High income",1250514600,2020-01-10,1,0,3
OWID_HIC,"High income",1250514600,2020-01-11,1,0,3
OWID_HIC,"High income",1250514600,2020-01-12,2,1,3
OWID_HIC,"High income",1250514600,2020-01-13,2,0,3
OWID_HIC,"High income",1250514600,2020-01-14,2,0,3
OWID_HIC,"High income",1250514600,2020-01-15,2,0,3
OWID_HIC,"High income",1250514600,2020-01-16,2,0,3
OWID_HIC,"High income",1250514600,2020-01-17,2,0,3
OWID_HIC,"High income",1250514600,2020-01-18,2,0,3
OWID_HIC,"High income",1250514600,2020-01-19,6,4,3
OWID_HIC,"High income",1250514600,2020-01-20,6,0,3
OWID_HIC,"High income",1250514600,2020-01-21,6,0,3
OWID_HIC,"High income",1250514600,2020-01-22,6,0,3
OWID_HIC,"High income",1250514600,2020-01-23,6,0,3
OWID_HIC,"High income",1250514600,2020-01-24,6,0,3
OWID_HIC,"High income",1250514600,2020-01-25,6,0,3
OWID_HIC,"High income",1250514600,2020-01-26,31,25,6
OWID_HIC,"High income",1250514600,2020-01-27,31,0,6
OWID_HIC,"High income",1250514600,2020-01-28,31,0,6
OWID_HIC,"High income",1250514600,2020-01-29,31,0,6
OWID_HIC,"High income",1250514600,2020-01-30,31,0,6
OWID_HIC,"High income",1250514600,2020-01-31,31,0,6
OWID_HIC,"High income",1250514600,2020-02-01,31,0,6
OWID_HIC,"High income",1250514600,2020-02-02,106,75,10
OWID_HIC,"High income",1250514600,2020-02-03,106,0,10
OWID_HIC,"High income",1250514600,2020-02-04,106,0,10
OWID_HIC,"High income",1250514600,2020-02-05,106,0,10
OWID_HIC,"High income",1250514600,2020-02-06,106,0,10
OWID_HIC,"High income",1250514600,2020-02-07,106,0,10
OWID_HIC,"High income",1250514600,2020-02-08,106,0,10
OWID_HIC,"High income",1250514600,2020-02-09,223,117,11
OWID_HIC,"High income",1250514600,2020-02-10,223,0,11
OWID_HIC,"High income",1250514600,2020-02-11,223,0,11
OWID_HIC,"High income",1250514600,2020-02-12,223,0,11
OWID_HIC,"High income",1250514600,2020-02-13,223,0,11
OWID_HIC,"High income",1250514600,2020-02-14,223,0,11
OWID_HIC,"High income",1250514600,2020-02-15,223,0,11
OWID_HIC,"High income",1250514600,2020-02-16,320,97,13
OWID_HIC,"High income",1250514600,2020-02-17,320,0,13
OWID_HIC,"High income",1250514600,2020-02-18,320,0,13
OWID_HIC,"High income",1250514600,2020-02-19,320,0,13
OWID_HIC,"High income",1250514600,2020-02-20,320,0,13
OWID_HIC,"High income",1250514600,2020-02-21,320,0,13
OWID_HIC,"High income",1250514600,2020-02-22,320,0,13
OWID_HIC,"High income",1250514600,2020-02-23,1073,753,19
OWID_HIC,"High income",1250514600,2020-02-24,1073,0,19
OWID_HIC,"High income",1250514600,2020-02-25,1073,0,19
OWID_HIC,"High income",1250514600,2020-02-26,1073,0,19
OWID_HIC,"High income",1250514600,2020-02-27,1073,0,19
OWID_HIC,"High income",1250514600,2020-02-28,1073,0,19
OWID_HIC,"High income",1250514600,2020-02-29,1073,0,19
OWID_HIC,"High income",1250514600,2020-03-01,5802,4729,68
OWID_HIC,"High income",1250514600,2020-03-02,5802,0,68
OWID_HIC,"High income",1250514600,2020-03-03,5802,0,68
OWID_HIC,"High income",1250514600,2020-03-04,5802,0,68
OWID_HIC,"High income",1250514600,2020-03-05,5802,0,68
OWID_HIC,"High income",1250514600,2020-03-06,5802,0,68
OWID_HIC,"High income",1250514600,2020-03-07,5802,0,68
OWID_HIC,"High income",1250514600,2020-03-08,19439,13637,378
OWID_HIC,"High income",1250514600,2020-03-09,19439,0,378
OWID_HIC,"High income",1250514600,2020-03-10,19439,0,378
OWID_HIC,"High income",1250514600,2020-03-11,19439,0,378
